family,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,AWC,CEC,PH,TEB,toN,wind_flower,vapr,srad,srad_leaf
CC43,108.43876389999998,33.43377222,7.80066680908203,7.84800004959106,26.8988208770752,789.4684448242191,22.124000549316396,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853.0,150.0,8.0,70.6672134399414,409.0,30.0,369.0,30.0,159.0,13.0,5.900000095367429,9.0,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
CC44,108.4511417,33.43551667,7.80066680908203,7.84800004959106,26.8988208770752,789.468444824219,22.1240005493164,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853.0,150.0,8.0,70.6672134399414,409.0,30.0,369.0,30.0,159.0,13.0,5.90000009536743,9.0,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
CC45,108.4886926,33.56179783,7.2564997673034695,7.90499973297119,26.8402824401855,796.616455078125,21.6959991455078,-7.75600004196167,29.4519996643066,16.0013332366943,-2.78333330154419,16.9639987945557,-2.78333330154419,833.0,147.0,8.0,71.2082138061523,402.0,29.0,362.0,29.0,159.0,13.0,5.90000009536743,9.0,1.33000004291534,2.6066666444142665,0.8455333312352493,13620.0,16394.714285714286
CC46,104.34999999999998,33.58333333,6.14949989318848,9.53699970245361,30.3494148254395,772.4196166992191,20.9799995422363,-10.4440002441406,31.423999786377,14.460000038147,-3.9333333969116198,15.251999855041499,-3.9333333969116198,652.0,116.0,2.0,80.6574783325195,323.0,11.0,313.0,11.0,165.0,15.0,8.0,39.0,1.01999998092651,2.202666640281677,0.7436666687329613,13119.333333333334,15641.285714285716
CC47,111.4861861,33.74856111,9.16100025177002,9.31799983978271,29.3535785675049,836.7828979492191,24.3439998626709,-7.400000095367429,31.7439994812012,18.203332901001,-1.4626666307449299,19.3439998626709,-1.4626666307449299,861.0,168.0,9.0,72.4304504394531,424.0,35.0,404.0,35.0,150.0,16.0,6.400000095367429,14.0,1.4099999666214,3.1933333873748766,0.8471000057955577,14038.0,16834.428571428572
CC48,108.84012112857144,33.76819885285715,7.67933320999146,8.2519998550415,27.594970703125,804.1549072265619,22.1639995574951,-7.73999977111816,29.9039993286133,16.42799949646,-2.48733329772949,17.4606666564941,-2.48733329772949,797.0,144.0,7.0,71.7237091064453,388.0,27.0,351.0,27.0,140.0,18.0,6.199999809265141,14.0,1.9099999666214,2.649333238601684,0.8373666852712635,13796.333333333334,16550.0
CC49,106.57788890000002,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674.0,123.0,4.0,79.1834716796875,355.0,16.0,311.0,16.0,165.0,17.0,6.90000009536743,16.0,1.0900000333786,2.2706665992736834,0.9878666649262111,14070.5,16721.714285714286
CC5,109.49785558888888,28.573838046666665,13.360888799031555,7.434296502007379,26.3921229044596,759.5925699869796,27.29511049058703,-0.875555568271213,28.170666588677264,19.185407214694592,4.504740688535905,22.402889251708977,3.6905185646481,1466.888888888889,230.55555555555554,33.44444444444444,57.87747446695966,639.7777777777778,123.0,559.5555555555555,123.88888888888889,159.0,13.0,5.90000009536743,9.0,1.33000004291534,2.066518456847577,1.3355111032724385,12756.185185185186,15714.111111111111
CC50,106.5666667,34.31666667,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674.0,123.0,4.0,79.1834716796875,355.0,16.0,311.0,16.0,165.0,15.0,8.0,39.0,1.01999998092651,2.2706665992736834,0.9878666649262112,14070.5,16721.714285714286
CC51,106.5728519,34.31670487,9.61883354187012,8.2296667098999,26.8382034301758,828.2014770507809,24.868000030517596,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674.0,123.0,4.0,79.1834716796875,355.0,16.0,311.0,16.0,165.0,15.0,8.0,39.0,1.01999998092651,2.2706665992736834,0.9878666649262112,14070.5,16721.714285714286
CC6,110.1369377,26.4415701,13.223999977111799,7.169332981109621,26.1311168670654,747.248046875,26.4759998321533,-0.960000038146973,27.4360008239746,17.2140007019043,5.53333330154419,22.0259990692139,3.6873333454132093,1542.0,255.0,43.0,54.7084693908691,687.0,169.0,549.0,171.0,163.0,11.0,5.30000019073486,5.0,1.53999996185303,2.2533333301544203,1.3751666744550075,12992.5,15886.0
CC66,117.534502,30.322864,14.4073333740234,7.21466636657715,24.0617218017578,844.522399902344,29.0799999237061,-0.903999984264374,29.9839992523193,18.4473323822021,5.6453332901001,24.5279998779297,3.7739999294281,1664.0,301.0,36.0,54.7247123718262,700.0,154.0,645.0,167.0,41.0,13.0,5.90000009536743,9.0,1.33000004291534,2.9680000146230032,1.4963333209355667,14781.666666666666,17713.571428571428
CC7,107.90882900000001,26.746752,15.2131662368774,7.7296667098999,27.390739440918,756.2549438476559,29.1079998016357,0.8880000114440921,28.219999313354503,22.5606670379639,5.618000030517581,24.1986656188965,5.618000030517581,1176.0,197.0,26.0,61.6424980163574,534.0,86.0,478.0,86.0,135.0,15.0,6.30000019073486,7.0,1.39999997615814,1.9253333012263,1.4871666630109146,12801.416666666666,15705.42857142857
CC8,99.63051944,26.79395556,8.97516632080078,10.0450000762939,43.118991851806605,504.07833862304705,18.7239990234375,-4.57200002670288,23.2959995269775,14.8640003204346,3.43066668510437,14.8640003204346,2.54066681861877,855.0,144.0,12.0,60.9286003112793,379.0,53.0,379.0,69.0,159.0,13.0,5.900000095367429,9.0,1.33000004291534,2.6239999930063864,0.881733330587546,14580.833333333334,15133.42857142857
