Sample,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,AWC,CEC,PH,TEB,toN,wind_flower,vapr,srad,srad_leaf
HH64,115.8611111,31.21722222,12.9973335266113,8.43000030517578,26.9225845336914,859.20849609375,28.0,-3.31200003623962,31.3120002746582,23.339334487915,2.10400009155273,23.339334487915,2.10400009155273,1460,230,30,56.6330337524414,642,129,642,129,159,13,5.90000009536743,9,1.33000004291534,2.98799999554952,1.3396666869521143,14430.75,17381.428571428572
HH11,103.5166667,31.46666667,7.89750003814697,10.5609998703003,36.3370475769043,654.218566894531,21.488000869751,-7.57600021362305,29.064001083374,15.6360006332397,-0.645333349704742,15.6360006332397,-0.645333349704742,776,128,6,76.6012954711914,363,25,363,25,165,15,8.0,39,1.01999998092651,2.2293333212534563,1.0121000011761982,11855.25,14243.285714285714
HH33,103.5166667,31.46666667,7.89750003814697,10.5609998703003,36.3370475769043,654.218566894531,21.488000869751,-7.57600021362305,29.064001083374,15.6360006332397,-0.645333349704742,15.6360006332397,-0.645333349704742,776,128,6,76.6012954711914,363,25,363,25,165,15,8.0,39,1.01999998092651,2.2293333212534563,1.0121000011761982,11855.25,14243.285714285714
CSC5-1,103.5166667,31.46666667,7.89750003814697,10.5609998703003,36.3370475769043,654.218566894531,21.488000869751,-7.57600021362305,29.064001083374,15.6360006332397,-0.645333349704742,15.6360006332397,-0.645333349704742,776,128,6,76.6012954711914,363,25,363,25,165,15,8.0,39,1.01999998092651,2.2293333212534563,1.0121000011761982,11855.25,14243.285714285714
CSC5-2,103.5166667,31.46666667,7.89750003814697,10.5609998703003,36.3370475769043,654.218566894531,21.488000869751,-7.57600021362305,29.064001083374,15.6360006332397,-0.645333349704742,15.6360006332397,-0.645333349704742,776,128,6,76.6012954711914,363,25,363,25,165,15,8.0,39,1.01999998092651,2.2293333212534563,1.0121000011761982,11855.25,14243.285714285714
HH125,109.1353028,31.97349722,9.18833351135254,8.16399955749512,27.6558265686035,784.084533691406,23.5920009613037,-5.92799997329712,29.5200004577637,17.8753337860107,-0.790666699409485,18.6406669616699,-0.790666699409485,1144,191,15,65.2657241821289,503,54,486,54,159,13,5.90000009536743,9,1.33000004291534,2.6826666196187303,0.9882333477338149,12961.666666666666,15832.714285714286
HH126,109.1353028,31.97349722,9.18833351135254,8.16399955749512,27.6558265686035,784.084533691406,23.5920009613037,-5.92799997329712,29.5200004577637,17.8753337860107,-0.790666699409485,18.6406669616699,-0.790666699409485,1144,191,15,65.2657241821289,503,54,486,54,159,13,5.90000009536743,9,1.33000004291534,2.6826666196187303,0.9882333477338149,12961.666666666666,15832.714285714286
HH127,109.1353028,31.97349722,9.18833351135254,8.16399955749512,27.6558265686035,784.084533691406,23.5920009613037,-5.92799997329712,29.5200004577637,17.8753337860107,-0.790666699409485,18.6406669616699,-0.790666699409485,1144,191,15,65.2657241821289,503,54,486,54,159,13,5.90000009536743,9,1.33000004291534,2.6826666196187303,0.9882333477338149,12961.666666666666,15832.714285714286
HH128,109.1353028,31.97349722,9.18833351135254,8.16399955749512,27.6558265686035,784.084533691406,23.5920009613037,-5.92799997329712,29.5200004577637,17.8753337860107,-0.790666699409485,18.6406669616699,-0.790666699409485,1144,191,15,65.2657241821289,503,54,486,54,159,13,5.90000009536743,9,1.33000004291534,2.6826666196187303,0.9882333477338149,12961.666666666666,15832.714285714286
CCQ3-1,108.8156972,32.00807778,8.74683380126953,8.09433364868164,27.6672592163086,775.714111328125,23.0319995880127,-6.22399997711182,29.2560005187988,17.3713340759277,-1.10533332824707,18.1233329772949,-1.10533332824707,1135,187,15,65.2021789550781,499,54,479,54,159,13,5.90000009536743,9,1.33000004291534,2.730666637420653,0.9712333207329119,12867.75,15753.857142857143
CCQ3-2,108.8156972,32.00807778,8.74683380126953,8.09433364868164,27.6672592163086,775.714111328125,23.0319995880127,-6.22399997711182,29.2560005187988,17.3713340759277,-1.10533332824707,18.1233329772949,-1.10533332824707,1135,187,15,65.2021789550781,499,54,479,54,159,13,5.90000009536743,9,1.33000004291534,2.730666637420653,0.9712333207329119,12867.75,15753.857142857143
HH129,108.8156972,32.00807778,8.74683380126953,8.09433364868164,27.6672592163086,775.714111328125,23.0319995880127,-6.22399997711182,29.2560005187988,17.3713340759277,-1.10533332824707,18.1233329772949,-1.10533332824707,1135,187,15,65.2021789550781,499,54,479,54,159,13,5.90000009536743,9,1.33000004291534,2.730666637420653,0.9712333207329119,12867.75,15753.857142857143
HH130,108.8156972,32.00807778,8.74683380126953,8.09433364868164,27.6672592163086,775.714111328125,23.0319995880127,-6.22399997711182,29.2560005187988,17.3713340759277,-1.10533332824707,18.1233329772949,-1.10533332824707,1135,187,15,65.2021789550781,499,54,479,54,159,13,5.90000009536743,9,1.33000004291534,2.730666637420653,0.9712333207329119,12867.75,15753.857142857143
HH131,108.8156972,32.00807778,8.74683380126953,8.09433364868164,27.6672592163086,775.714111328125,23.0319995880127,-6.22399997711182,29.2560005187988,17.3713340759277,-1.10533332824707,18.1233329772949,-1.10533332824707,1135,187,15,65.2021789550781,499,54,479,54,159,13,5.90000009536743,9,1.33000004291534,2.730666637420653,0.9712333207329119,12867.75,15753.857142857143
CSC4-6,103.9438083,32.0198325,8.79699993133545,9.68400001525879,33.5040130615234,692.180969238281,22.5359992980957,-6.36800003051758,28.9039993286133,16.2066669464111,-0.225999996066093,16.9619998931885,-0.225999996066093,804,146,7,78.1967849731445,395,27,392,27,144,18,5.19999980926514,6,2.3199999332428,2.1640000343322736,1.0949999963243797,11697.083333333334,14224.142857142857
CSC4-2,103.9438083,32.0198325,8.79699993133545,9.68400001525879,33.5040130615234,692.180969238281,22.5359992980957,-6.36800003051758,28.9039993286133,16.2066669464111,-0.225999996066093,16.9619998931885,-0.225999996066093,804,146,7,78.1967849731445,395,27,392,27,144,18,5.19999980926514,6,2.3199999332428,2.1640000343322736,1.0949999963243797,11697.083333333334,14224.142857142857
CSC4-1,103.9438083,32.0198325,8.79699993133545,9.68400001525879,33.5040130615234,692.180969238281,22.5359992980957,-6.36800003051758,28.9039993286133,16.2066669464111,-0.225999996066093,16.9619998931885,-0.225999996066093,804,146,7,78.1967849731445,395,27,392,27,144,18,5.19999980926514,6,2.3199999332428,2.1640000343322736,1.0949999963243797,11697.083333333334,14224.142857142857
CSC4-3,103.9438083,32.0198325,8.79699993133545,9.68400001525879,33.5040130615234,692.180969238281,22.5359992980957,-6.36800003051758,28.9039993286133,16.2066669464111,-0.225999996066093,16.9619998931885,-0.225999996066093,804,146,7,78.1967849731445,395,27,392,27,144,18,5.19999980926514,6,2.3199999332428,2.1640000343322736,1.0949999963243797,11697.083333333334,14224.142857142857
CSC4-5,103.9438083,32.0198325,8.79699993133545,9.68400001525879,33.5040130615234,692.180969238281,22.5359992980957,-6.36800003051758,28.9039993286133,16.2066669464111,-0.225999996066093,16.9619998931885,-0.225999996066093,804,146,7,78.1967849731445,395,27,392,27,144,18,5.19999980926514,6,2.3199999332428,2.1640000343322736,1.0949999963243797,11697.083333333334,14224.142857142857
CSC4-4,103.9453048,32.0199563,8.79699993133545,9.68400001525879,33.5040130615234,692.180969238281,22.5359992980957,-6.36800003051758,28.9039993286133,16.2066669464111,-0.225999996066093,16.9619998931885,-0.225999996066093,804,146,7,78.1967849731445,395,27,392,27,144,18,5.19999980926514,6,2.3199999332428,2.1640000343322736,1.0949999963243797,11697.083333333334,14224.142857142857
CCQ2-2,108.7289225,32.05269607,9.57533359527588,8.05799961090088,27.3672065734863,780.641052246094,24.0879993438721,-5.35599994659424,29.4440002441406,18.2553329467773,-0.33666667342186,19.0340003967285,-0.33666667342186,1114,186,14,65.7987365722656,493,51,470,51,159,13,5.90000009536743,9,1.33000004291534,2.59599995613098,1.0128666758537295,12897.25,15789.857142857143
CCQ2-1,108.7289225,32.05269607,9.57533359527588,8.05799961090088,27.3672065734863,780.641052246094,24.0879993438721,-5.35599994659424,29.4440002441406,18.2553329467773,-0.33666667342186,19.0340003967285,-0.33666667342186,1114,186,14,65.7987365722656,493,51,470,51,159,13,5.90000009536743,9,1.33000004291534,2.59599995613098,1.0128666758537295,12897.25,15789.857142857143
lu179,108.7289225,32.05269607,9.57533359527588,8.05799961090088,27.3672065734863,780.641052246094,24.0879993438721,-5.35599994659424,29.4440002441406,18.2553329467773,-0.33666667342186,19.0340003967285,-0.33666667342186,1114,186,14,65.7987365722656,493,51,470,51,159,13,5.90000009536743,9,1.33000004291534,2.59599995613098,1.0128666758537295,12897.25,15789.857142857143
HH36,108.8,32.21666667,11.6576671600342,8.34200000762939,28.0799789428711,785.249877929688,26.3999996185303,-3.30800008773804,29.7080001831055,20.3526668548584,1.70266664028168,21.2233333587646,1.70266664028168,1062,181,13,66.5489120483398,478,47,449,47,159,13,5.90000009536743,9,1.33000004291534,2.2946666081746403,1.0950666740536694,13051.166666666666,15972.42857142857
HH37,108.8,32.21666667,11.6576671600342,8.34200000762939,28.0799789428711,785.249877929688,26.3999996185303,-3.30800008773804,29.7080001831055,20.3526668548584,1.70266664028168,21.2233333587646,1.70266664028168,1062,181,13,66.5489120483398,478,47,449,47,159,13,5.90000009536743,9,1.33000004291534,2.2946666081746403,1.0950666740536694,13051.166666666666,15972.42857142857
HH2,108.8,32.21666667,11.6576671600342,8.34200000762939,28.0799789428711,785.249877929688,26.3999996185303,-3.30800008773804,29.7080001831055,20.3526668548584,1.70266664028168,21.2233333587646,1.70266664028168,1062,181,13,66.5489120483398,478,47,449,47,159,13,5.90000009536743,9,1.33000004291534,2.2946666081746403,1.0950666740536694,13051.166666666666,15972.42857142857
HH122,109.0888556,32.25064722,11.7749996185303,8.42399978637695,28.2154331207275,790.395080566406,26.503999710083,-3.35199999809265,29.8559989929199,20.5139999389648,1.76133346557617,21.3946666717529,1.76133346557617,1060,182,13,66.2580184936523,477,48,449,48,159,13,5.90000009536743,9,1.33000004291534,2.3586666584014897,1.1001000056664145,13126.083333333334,16032.57142857143
HH123,109.0888556,32.25064722,11.7749996185303,8.42399978637695,28.2154331207275,790.395080566406,26.503999710083,-3.35199999809265,29.8559989929199,20.5139999389648,1.76133346557617,21.3946666717529,1.76133346557617,1060,182,13,66.2580184936523,477,48,449,48,159,13,5.90000009536743,9,1.33000004291534,2.3586666584014897,1.1001000056664145,13126.083333333334,16032.57142857143
HH121,109.0833444,32.25921944,11.7749996185303,8.42399978637695,28.2154331207275,790.395080566406,26.503999710083,-3.35199999809265,29.8559989929199,20.5139999389648,1.76133346557617,21.3946666717529,1.76133346557617,1060,182,13,66.2580184936523,477,48,449,48,159,13,5.90000009536743,9,1.33000004291534,2.3586666584014897,1.1001000056664145,13126.083333333334,16032.57142857143
HH124,109.0833444,32.25921944,11.7749996185303,8.42399978637695,28.2154331207275,790.395080566406,26.503999710083,-3.35199999809265,29.8559989929199,20.5139999389648,1.76133346557617,21.3946666717529,1.76133346557617,1060,182,13,66.2580184936523,477,48,449,48,159,13,5.90000009536743,9,1.33000004291534,2.3586666584014897,1.1001000056664145,13126.083333333334,16032.57142857143
CGS5-1,104.3469355,32.90229275,6.78900003433228,9.14799976348877,30.8054943084717,729.090515136719,20.8439998626709,-8.85200023651123,29.6959991455078,14.6700000762939,-2.73266673088074,15.4193334579468,-2.73266673088074,717,124,4,77.3586959838867,344,19,335,19,159,13,5.90000009536743,9,1.33000004291534,2.1719999313354497,0.8295666625102359,12517.0,15057.857142857143
CGS5-2,104.3469355,32.90229275,6.78900003433228,9.14799976348877,30.8054943084717,729.090515136719,20.8439998626709,-8.85200023651123,29.6959991455078,14.6700000762939,-2.73266673088074,15.4193334579468,-2.73266673088074,717,124,4,77.3586959838867,344,19,335,19,159,13,5.90000009536743,9,1.33000004291534,2.1719999313354497,0.8295666625102359,12517.0,15057.857142857143
CGS5-3,104.3469355,32.90229275,6.78900003433228,9.14799976348877,30.8054943084717,729.090515136719,20.8439998626709,-8.85200023651123,29.6959991455078,14.6700000762939,-2.73266673088074,15.4193334579468,-2.73266673088074,717,124,4,77.3586959838867,344,19,335,19,159,13,5.90000009536743,9,1.33000004291534,2.1719999313354497,0.8295666625102359,12517.0,15057.857142857143
HH67,104.3469355,32.90229275,6.78900003433228,9.14799976348877,30.8054943084717,729.090515136719,20.8439998626709,-8.85200023651123,29.6959991455078,14.6700000762939,-2.73266673088074,15.4193334579468,-2.73266673088074,717,124,4,77.3586959838867,344,19,335,19,159,13,5.90000009536743,9,1.33000004291534,2.1719999313354497,0.8295666625102359,12517.0,15057.857142857143
SRR26815610,107.9889981,32.99570594,12.7068328857422,8.38366603851318,28.3270263671875,790.873107910156,27.3759994506836,-2.22000002861023,29.5959987640381,21.3780002593994,2.72333335876465,22.3706665039062,2.72333335876465,874,155,8,70.9310607910156,419,30,371,30,159,13,5.90000009536743,9,1.33000004291534,1.9186666409174602,1.1823000013828289,13421.5,16378.42857142857
SRR26815621,107.9889981,32.99570594,12.7068328857422,8.38366603851318,28.3270263671875,790.873107910156,27.3759994506836,-2.22000002861023,29.5959987640381,21.3780002593994,2.72333335876465,22.3706665039062,2.72333335876465,874,155,8,70.9310607910156,419,30,371,30,159,13,5.90000009536743,9,1.33000004291534,1.9186666409174602,1.1823000013828289,13421.5,16378.42857142857
SRR26815622,107.9889981,32.99570594,12.7068328857422,8.38366603851318,28.3270263671875,790.873107910156,27.3759994506836,-2.22000002861023,29.5959987640381,21.3780002593994,2.72333335876465,22.3706665039062,2.72333335876465,874,155,8,70.9310607910156,419,30,371,30,159,13,5.90000009536743,9,1.33000004291534,1.9186666409174602,1.1823000013828289,13421.5,16378.42857142857
CSC1-4,104.1854904,32.99691578,5.51883316040039,9.48499965667725,31.5956020355225,721.51953125,19.7080001831055,-10.3120002746582,30.0200004577637,13.3500003814697,-3.87733340263367,14.0773334503174,-3.87733340263367,709,119,3,77.6007461547852,335,15,326,15,159,13,5.90000009536743,9,1.33000004291534,2.4093333085378,0.7444333434104916,12737.916666666666,15178.57142857143
CSC1-5,104.1984824,33.00978638,6.86133337020874,9.70666694641113,32.0140724182129,726.918334960938,21.1800003051758,-9.14000034332275,30.3199996948242,14.6999998092651,-2.63666677474976,15.4686670303345,-2.63666677474976,690,120,3,78.8399658203125,334,14,324,14,159,13,5.90000009536743,9,1.33000004291534,2.226666728655496,0.7945666735370946,12758.083333333334,15213.0
CSC1-3,104.2036547,33.01260886,6.86133337020874,9.70666694641113,32.0140724182129,726.918334960938,21.1800003051758,-9.14000034332275,30.3199996948242,14.6999998092651,-2.63666677474976,15.4686670303345,-2.63666677474976,690,120,3,78.8399658203125,334,14,324,14,159,13,5.90000009536743,9,1.33000004291534,2.226666728655496,0.7945666735370946,12758.083333333334,15213.0
CSC1-2,104.2043439,33.01324645,6.86133337020874,9.70666694641113,32.0140724182129,726.918334960938,21.1800003051758,-9.14000034332275,30.3199996948242,14.6999998092651,-2.63666677474976,15.4686670303345,-2.63666677474976,690,120,3,78.8399658203125,334,14,324,14,159,13,5.90000009536743,9,1.33000004291534,2.226666728655496,0.7945666735370946,12758.083333333334,15213.0
CSC1-1,104.2036909,33.0136727,6.86133337020874,9.70666694641113,32.0140724182129,726.918334960938,21.1800003051758,-9.14000034332275,30.3199996948242,14.6999998092651,-2.63666677474976,15.4686670303345,-2.63666677474976,690,120,3,78.8399658203125,334,14,324,14,159,13,5.90000009536743,9,1.33000004291534,2.226666728655496,0.7945666735370946,12758.083333333334,15213.0
CGS1-6,105.8250509,33.23509693,10.7906665802002,7.63066673278809,27.0591011047363,752.496704101562,24.7840003967285,-3.41599988937378,28.2000007629395,18.9653339385986,1.23466670513153,19.9273338317871,1.23466670513153,745,145,5,81.1302185058594,392,18,364,18,116,15,7.0,21,1.37000000476837,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-5,105.8244809,33.23985745,10.7906665802002,7.63066673278809,27.0591011047363,752.496704101562,24.7840003967285,-3.41599988937378,28.2000007629395,18.9653339385986,1.23466670513153,19.9273338317871,1.23466670513153,745,145,5,81.1302185058594,392,18,364,18,159,13,5.90000009536743,9,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-1,105.8244809,33.23985745,10.7906665802002,7.63066673278809,27.0591011047363,752.496704101562,24.7840003967285,-3.41599988937378,28.2000007629395,18.9653339385986,1.23466670513153,19.9273338317871,1.23466670513153,745,145,5,81.1302185058594,392,18,364,18,159,13,5.90000009536743,9,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-2,105.8244809,33.23985745,10.7906665802002,7.63066673278809,27.0591011047363,752.496704101562,24.7840003967285,-3.41599988937378,28.2000007629395,18.9653339385986,1.23466670513153,19.9273338317871,1.23466670513153,745,145,5,81.1302185058594,392,18,364,18,159,13,5.90000009536743,9,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-3,105.8244809,33.23985745,10.7906665802002,7.63066673278809,27.0591011047363,752.496704101562,24.7840003967285,-3.41599988937378,28.2000007629395,18.9653339385986,1.23466670513153,19.9273338317871,1.23466670513153,745,145,5,81.1302185058594,392,18,364,18,159,13,5.90000009536743,9,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-4,105.8244809,33.23985745,10.7906665802002,7.63066673278809,27.0591011047363,752.496704101562,24.7840003967285,-3.41599988937378,28.2000007629395,18.9653339385986,1.23466670513153,19.9273338317871,1.23466670513153,745,145,5,81.1302185058594,392,18,364,18,159,13,5.90000009536743,9,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
HH120,108.4387639,33.43377222,7.80066680908203,7.84800004959106,26.8988208770752,789.468444824219,22.1240005493164,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853,150,8,70.6672134399414,409,30,369,30,159,13,5.90000009536743,9,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
HH114,108.4387639,33.43377222,7.80066680908203,7.84800004959106,26.8988208770752,789.468444824219,22.1240005493164,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853,150,8,70.6672134399414,409,30,369,30,159,13,5.90000009536743,9,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
HH115,108.4387639,33.43377222,7.80066680908203,7.84800004959106,26.8988208770752,789.468444824219,22.1240005493164,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853,150,8,70.6672134399414,409,30,369,30,159,13,5.90000009536743,9,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
HH116,108.4511417,33.43551667,7.80066680908203,7.84800004959106,26.8988208770752,789.468444824219,22.1240005493164,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853,150,8,70.6672134399414,409,30,369,30,159,13,5.90000009536743,9,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
HH117,108.4511417,33.43551667,7.80066680908203,7.84800004959106,26.8988208770752,789.468444824219,22.1240005493164,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853,150,8,70.6672134399414,409,30,369,30,159,13,5.90000009536743,9,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
HH118,108.4511417,33.43551667,7.80066680908203,7.84800004959106,26.8988208770752,789.468444824219,22.1240005493164,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853,150,8,70.6672134399414,409,30,369,30,159,13,5.90000009536743,9,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
HH119,108.4511417,33.43551667,7.80066680908203,7.84800004959106,26.8988208770752,789.468444824219,22.1240005493164,-7.05200004577637,29.1760005950928,16.474666595459,-2.12533330917358,17.445333480835,-2.12533330917358,853,150,8,70.6672134399414,409,30,369,30,159,13,5.90000009536743,9,1.33000004291534,2.538666725158693,0.8756666655341778,13521.0,16325.0
CSX2-1,108.4886926,33.56179783,7.25649976730347,7.90499973297119,26.8402824401855,796.616455078125,21.6959991455078,-7.75600004196167,29.4519996643066,16.0013332366943,-2.78333330154419,16.9639987945557,-2.78333330154419,833,147,8,71.2082138061523,402,29,362,29,159,13,5.90000009536743,9,1.33000004291534,2.6066666444142665,0.8455333312352494,13620.0,16394.714285714286
CSX3-1,108.4886926,33.56179783,7.25649976730347,7.90499973297119,26.8402824401855,796.616455078125,21.6959991455078,-7.75600004196167,29.4519996643066,16.0013332366943,-2.78333330154419,16.9639987945557,-2.78333330154419,833,147,8,71.2082138061523,402,29,362,29,159,13,5.90000009536743,9,1.33000004291534,2.6066666444142665,0.8455333312352494,13620.0,16394.714285714286
CSX2-3,108.4886926,33.56179783,7.25649976730347,7.90499973297119,26.8402824401855,796.616455078125,21.6959991455078,-7.75600004196167,29.4519996643066,16.0013332366943,-2.78333330154419,16.9639987945557,-2.78333330154419,833,147,8,71.2082138061523,402,29,362,29,159,13,5.90000009536743,9,1.33000004291534,2.6066666444142665,0.8455333312352494,13620.0,16394.714285714286
HH38,108.4886926,33.56179783,7.25649976730347,7.90499973297119,26.8402824401855,796.616455078125,21.6959991455078,-7.75600004196167,29.4519996643066,16.0013332366943,-2.78333330154419,16.9639987945557,-2.78333330154419,833,147,8,71.2082138061523,402,29,362,29,159,13,5.90000009536743,9,1.33000004291534,2.6066666444142665,0.8455333312352494,13620.0,16394.714285714286
HH39,108.4886926,33.56179783,7.25649976730347,7.90499973297119,26.8402824401855,796.616455078125,21.6959991455078,-7.75600004196167,29.4519996643066,16.0013332366943,-2.78333330154419,16.9639987945557,-2.78333330154419,833,147,8,71.2082138061523,402,29,362,29,159,13,5.90000009536743,9,1.33000004291534,2.6066666444142665,0.8455333312352494,13620.0,16394.714285714286
HH86,104.35,33.58333333,6.14949989318848,9.53699970245361,30.3494148254395,772.419616699219,20.9799995422363,-10.4440002441406,31.423999786377,14.460000038147,-3.93333339691162,15.2519998550415,-3.93333339691162,652,116,2,80.6574783325195,323,11,313,11,165,15,8.0,39,1.01999998092651,2.202666640281677,0.7436666687329613,13119.333333333334,15641.285714285714
HH12-1,104.35,33.58333333,6.14949989318848,9.53699970245361,30.3494148254395,772.419616699219,20.9799995422363,-10.4440002441406,31.423999786377,14.460000038147,-3.93333339691162,15.2519998550415,-3.93333339691162,652,116,2,80.6574783325195,323,11,313,11,165,15,8.0,39,1.01999998092651,2.202666640281677,0.7436666687329613,13119.333333333334,15641.285714285714
HH29,104.35,33.58333333,6.14949989318848,9.53699970245361,30.3494148254395,772.419616699219,20.9799995422363,-10.4440002441406,31.423999786377,14.460000038147,-3.93333339691162,15.2519998550415,-3.93333339691162,652,116,2,80.6574783325195,323,11,313,11,165,15,8.0,39,1.01999998092651,2.202666640281677,0.7436666687329613,13119.333333333334,15641.285714285714
HH160,111.4861861,33.74856111,9.16100025177002,9.31799983978271,29.3535785675049,836.782897949219,24.3439998626709,-7.40000009536743,31.7439994812012,18.203332901001,-1.46266663074493,19.3439998626709,-1.46266663074493,861,168,9,72.4304504394531,424,35,404,35,150,16,6.40000009536743,14,1.4099999666214,3.1933333873748766,0.8471000057955577,14038.0,16834.428571428572
HH158,111.4861861,33.74856111,9.16100025177002,9.31799983978271,29.3535785675049,836.782897949219,24.3439998626709,-7.40000009536743,31.7439994812012,18.203332901001,-1.46266663074493,19.3439998626709,-1.46266663074493,861,168,9,72.4304504394531,424,35,404,35,150,16,6.40000009536743,14,1.4099999666214,3.1933333873748766,0.8471000057955577,14038.0,16834.428571428572
HH159,111.4861861,33.74856111,9.16100025177002,9.31799983978271,29.3535785675049,836.782897949219,24.3439998626709,-7.40000009536743,31.7439994812012,18.203332901001,-1.46266663074493,19.3439998626709,-1.46266663074493,861,168,9,72.4304504394531,424,35,404,35,150,16,6.40000009536743,14,1.4099999666214,3.1933333873748766,0.8471000057955577,14038.0,16834.428571428572
CSX5-1,108.8406815,33.76786072,7.67933320999146,8.2519998550415,27.594970703125,804.154907226562,22.1639995574951,-7.73999977111816,29.9039993286133,16.42799949646,-2.48733329772949,17.4606666564941,-2.48733329772949,797,144,7,71.7237091064453,388,27,351,27,140,18,6.19999980926514,14,1.9099999666214,2.6493332386016837,0.8373666852712635,13796.333333333334,16550.0
CSX5-2,108.8406815,33.76786072,7.67933320999146,8.2519998550415,27.594970703125,804.154907226562,22.1639995574951,-7.73999977111816,29.9039993286133,16.42799949646,-2.48733329772949,17.4606666564941,-2.48733329772949,797,144,7,71.7237091064453,388,27,351,27,140,18,6.19999980926514,14,1.9099999666214,2.6493332386016837,0.8373666852712635,13796.333333333334,16550.0
CSX5-3,108.8406815,33.76786072,7.67933320999146,8.2519998550415,27.594970703125,804.154907226562,22.1639995574951,-7.73999977111816,29.9039993286133,16.42799949646,-2.48733329772949,17.4606666564941,-2.48733329772949,797,144,7,71.7237091064453,388,27,351,27,140,18,6.19999980926514,14,1.9099999666214,2.6493332386016837,0.8373666852712635,13796.333333333334,16550.0
CSX5-4,108.8406815,33.76786072,7.67933320999146,8.2519998550415,27.594970703125,804.154907226562,22.1639995574951,-7.73999977111816,29.9039993286133,16.42799949646,-2.48733329772949,17.4606666564941,-2.48733329772949,797,144,7,71.7237091064453,388,27,351,27,140,18,6.19999980926514,14,1.9099999666214,2.6493332386016837,0.8373666852712635,13796.333333333334,16550.0
CSX5-5,108.8406815,33.76786072,7.67933320999146,8.2519998550415,27.594970703125,804.154907226562,22.1639995574951,-7.73999977111816,29.9039993286133,16.42799949646,-2.48733329772949,17.4606666564941,-2.48733329772949,797,144,7,71.7237091064453,388,27,351,27,140,18,6.19999980926514,14,1.9099999666214,2.6493332386016837,0.8373666852712635,13796.333333333334,16550.0
CSX5-6,108.8406815,33.76786072,7.67933320999146,8.2519998550415,27.594970703125,804.154907226562,22.1639995574951,-7.73999977111816,29.9039993286133,16.42799949646,-2.48733329772949,17.4606666564941,-2.48733329772949,797,144,7,71.7237091064453,388,27,351,27,140,18,6.19999980926514,14,1.9099999666214,2.6493332386016837,0.8373666852712635,13796.333333333334,16550.0
CSX5-7,108.8367589,33.77022765,7.67933320999146,8.2519998550415,27.594970703125,804.154907226562,22.1639995574951,-7.73999977111816,29.9039993286133,16.42799949646,-2.48733329772949,17.4606666564941,-2.48733329772949,797,144,7,71.7237091064453,388,27,351,27,140,18,6.19999980926514,14,1.9099999666214,2.6493332386016837,0.8373666852712635,13796.333333333334,16550.0
HC5,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HC3,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
HC2-1,106.5778889,34.31097222,9.61883354187012,8.2296667098999,26.8382034301758,828.201477050781,24.8680000305176,-5.7960000038147,30.6639995574951,18.5380001068115,-0.925333380699158,19.6326675415039,-0.925333380699158,674,123,4,79.1834716796875,355,16,311,16,165,17,6.90000009536743,16,1.0900000333786,2.2706665992736834,0.9878666649262113,14070.5,16721.714285714286
